zincid,smiles,consensus_score
ZINC000505820717,N#C[C@H](NC(=O)c1nnn(-c2cccc(F)c2)c1C(F)(F)F)c1ccc(Cl)cc1,0.5863555769149024
ZINC000174485144,COc1cccc(F)c1[C@H](C)NC(=O)c1ccccc1Br,0.5146107803462306
ZINC000594983791,CCS[C@H]1CCCC[C@H]1NC(=O)C(=O)Nc1cncc2c1CCCC2,0.5668485467128227
ZINC000935090618,Cn1ccnc1[C@@H]1CCN(C(=O)[C@](C)(O)c2ccc(F)c(Br)c2)C1,0.5660263133268174
ZINC000537044098,CO[C@H]1CCC[C@@H]1CNC(=O)NCc1nc(-c2cccc(Cl)c2)no1,0.5615730730236801
ZINC000526978003,C[C@@H]1[C@H](C(F)(F)F)CCN1C(=O)NCc1cnn(CC(F)(F)F)c1,0.4844259652247994
ZINC000027075760,COC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)c1cc(Cl)cn1C,0.4893879251761422
ZINC000458749672,CCc1nc(CNC(=O)NCc2cc(F)c(C(F)(F)F)cc2F)n[nH]1,0.4719231666419461
ZINC000458329091,CCC[C@H](NC(=O)c1ccc(S(=O)(=O)N(C)C)cc1)C1CCCC1,0.5369725173976896
ZINC000426368554,CCCN1CCN(C(=O)Cc2ccc(Br)s2)C(C)(C)C1=O,0.5170950459365136
ZINC000016688120,CCOc1cc(Br)c(Br)c(/C=N/CCCN2CCOCC2)c1O,0.5499462218283987
ZINC000889864337,Cc1nc(CC(F)(F)F)sc1CC(=O)N[C@H](C)c1ccccc1[N+](=O)[O-],0.5639031625173475
ZINC000474511731,O=C(NCCOc1ccc(F)cc1)[C@@H]1CCCN1Cc1ccc(F)cc1,0.5434450492387422
ZINC000503086874,COC(=O)c1coc(CNCc2ccc(I)c(Cl)c2)c1,0.4373397655924718
ZINC000556725427,O=C(NCc1noc(-c2cccs2)n1)[C@H]1Cc2cc(Cl)ccc2O1,0.5658987349003506
ZINC000919803205,O=C(OC[C@@H]1CCCO1)[C@@H]1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1,0.5580441347933219
ZINC000377538019,COc1cc(C)c([C@@H](C)Nc2ncnc3c2NC(=O)CS3)cc1OC,0.5443420460301971
ZINC000550657778,O=C(Nc1nc(-c2ccc(F)c(Cl)c2)cs1)c1cc[nH]c1C1CC1,0.4940827392730693
ZINC000725885960,Cn1c(C(=O)Nc2c[nH]ccc2=O)ccc1-c1ccccc1Br,0.5232177010244423
ZINC000121563271,CCOC(=O)c1sc(NC(=O)Cn2nnc(-c3ccsc3)n2)cc1C,0.5372960956255101
ZINC000148241851,CCc1ncc(C(=O)NC2(c3ccc(Br)cc3)CCOCC2)s1,0.5456988768906591
ZINC000051595971,Cc1cc(C(=O)COC(=O)c2sccc2Br)c(C)n1C1CC1,0.4851911002419331
ZINC000501300580,CC(=O)c1cc(C(=O)Nc2cc(Br)cc([N+](=O)[O-])c2)n(C)c1,0.4896926351759577
ZINC000807534706,C[C@@H](NC(=O)NCC1(c2ccccn2)CCC1)[C@@H](O)c1c(F)cccc1Cl,0.5640575228166476
ZINC000682776330,O=C(NCc1cocn1)Nc1ccc(Br)cc1OC(F)(F)F,0.4064435349822528
ZINC000785615627,Cc1ccccc1C[C@@H](C)NC(=O)COC(=O)c1cc(F)c(Cl)cc1F,0.6031799237168205
ZINC001202521837,CC(C)c1nn(-c2ccccc2)c(Cl)c1CNC[C@H]1CCCN1CCCO,0.5052307708708522
ZINC000552804385,CC(C)c1cc(C(=O)N2CCN(C)[C@@H](Cc3ccccc3)C2)cc(O)n1,0.6393045220708371
ZINC000129013767,Cc1cc(CNC(=O)C(=O)Nc2c(C)cc(Br)cc2C)on1,0.4982679504153713
ZINC000828999028,CC[C@@H](Nc1ccccc1)C(=O)O[C@H]1CCN(c2sccc2C(=O)O)C1=O,0.5772448465084661
ZINC000905207244,COc1cc(C[S@](=O)Cc2ccc(Br)c(F)c2F)on1,0.4979375791228835
ZINC000414437955,CCS(=O)(=O)c1ccc(CNCc2cccc3c2OC(F)(F)O3)cc1,0.5725314052611665
ZINC001186021614,COc1ccc(NC(=O)Nc2c(F)cc(F)cc2F)c(Br)n1,0.5249339729359614
ZINC000189219630,COc1cc(Br)ccc1CNC(=O)c1oc(CC(C)C)nc1C,0.5510612932948604
ZINC000031235589,CC(=O)c1ccc(OCC(=O)NC[C@@H]2CCN(c3ccccc3)C2)cc1,0.6238729865806487
ZINC000541067767,O=C(N=c1cc[nH]cc1Br)c1ccc(Nc2ccccc2)c([N+](=O)[O-])c1,0.5763180960440695
ZINC000548267433,CCCCCS(=O)(=O)N[C@@H](CC(=O)O)c1cc(Cl)cc(Cl)c1,0.3320570574684511
ZINC000582105701,CC(C)c1ncsc1NC(=O)NC[C@H](c1cccs1)N1CCCC1,0.5354702076827343
ZINC000666426843,C[C@@H]1CCCCN1CCNC(=O)c1cc(Br)cc2nc(O)[nH]c21,0.5227715602357217
ZINC000290805825,CCOCc1nc([C@H](C)NC(=O)[C@@H](C)Sc2ccc(OC)cc2)no1,0.5172480081200559
ZINC000517338585,COC(=O)[C@@H](C)CNC(=O)c1cc(Br)cc2ccccc21,0.542565505164701
ZINC000291366318,OC[C@H]1CN(Cc2ccc(Br)cc2Cl)CCC1(F)F,0.3593124475297399
ZINC000531548434,Cn1cc(-c2nc3ccccn3c2NC(=O)CC2CCCCCC2)cn1,0.5306676067852973
ZINC000105507098,Cc1ccoc1C(=O)Cc1nc2scc(-c3ccc(F)cc3)c2c(=O)[nH]1,0.5903731967487058
ZINC000529369642,C[C@@H](c1cc(C(=O)N2CCCC[C@@H]2c2nc(O)n[nH]2)n[nH]1)c1ccccc1,0.6358196107801724
ZINC000729709823,O=C(OCc1cccnc1Cl)c1cccnc1S(=O)(=O)C(F)(F)F,0.4642125661996655
ZINC000126883667,Cn1cc(C[C@H]2CCN(C(=O)c3ccc(Br)c(O)c3)C2)cn1,0.5801625527373238
ZINC000186494944,C[C@@H](Oc1cc(Cl)cc(Cl)c1)C(=O)N1CCC[C@@]12CCOC2=O,0.5302215134556921
ZINC000468288773,NC(=O)C1CCN(CCc2ccc(NC(=O)Cc3cccc(C(F)F)c3)cc2)CC1,0.5945663462021729
ZINC000454311200,CNS(=O)(=O)c1cc(NC(=O)c2ccc(C)nc2C2CC2)ccc1C,0.541473751356983
ZINC000581023437,O=[S@](Cc1sccc1Br)[C@@H]1CCc2ccccc2C1,0.5567616108844238
ZINC000604946130,O=C(Cn1ccc2ccccc21)NCCc1ccc(Br)cc1,0.5438472704483506
ZINC000487808677,CO[C@H](C)c1nc(C)c(C(=O)NC[C@@H]2CCCC[C@H]2C(F)(F)F)s1,0.514987049542784
ZINC000572468863,COc1ccc(Br)cc1CS(=O)(=O)Cc1cnc(C)nc1,0.4760827016428603
ZINC000368137231,Cc1nn(C(C)C)cc1CN1C[C@@H](C[C@@H]2COCC(=O)N2)c2ccccc21,0.5812810656600347
ZINC000191561787,N#Cc1csc(CN2CCc3ccc(S(=O)(=O)N4CCCC4)cc32)c1,0.6335775857914578
ZINC000625217420,CCN([C@H]1CCOC(C)(C)C1)S(=O)(=O)C[C@@H](OC)c1ccc(F)cc1,0.4948471318500546
ZINC000579444475,C=C[C@@H]1OCCC[C@H]1NC(=O)NC[C@]1(O)CCC[C@H](C(F)(F)F)C1,0.4740563155087198
ZINC000632825099,Cc1c(Br)csc1C(=O)N(CCO)C1CCSCC1,0.4784397044248614
ZINC000478613476,CCOc1cccc([C@@H](C)NC(=O)C(=O)N[C@H](C)c2cccc(OCC)c2)c1,0.5742690365566091
ZINC000485186125,Cc1nc2c(cnn2C)c(N[C@H](C)[C@@H]2CCN(Cc3ccccc3)C2)n1,0.6060571787339287
ZINC000485058688,COC(=O)[C@@](C)(NC(=O)c1ccc(Br)cc1)c1ccc(F)cc1,0.5412772578445693
ZINC000177425856,COC(=O)[C@]1(C)CCN([C@@H](C)c2nnc(-c3ccc([N+](=O)[O-])cc3)o2)C1,0.4954708365674173
ZINC000812352504,C#C[C@@H](NC(=O)CNC(=O)c1cccc(Cl)c1)c1ccc(Cl)cc1,0.5816736435328702
ZINC000408691759,C=CCOc1ccc(Br)cc1/C=C/C(=O)c1ccc(C)cc1,0.5954186908880684
ZINC000788061186,COC(=O)NCCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2O)s1,0.4652482936197002
ZINC000462285462,Cc1ccc2c(c1C)OC[C@H]2NS(=O)(=O)c1c(Cl)cc(Cl)cc1[N+](=O)[O-],0.5371761779222042
ZINC000437333222,CC(C)(C)c1cnc(NS(=O)(=O)c2cnn(-c3ccccc3F)c2)s1,0.5056091017111227
ZINC001305220722,Cc1cc2nc(NC(=O)c3cccc(CN4CCOCC4)c3)sc2cc1F,0.6202789573850965
ZINC000607711656,CC1(C)[C@H](NC(=O)c2cccc(Nc3ccccc3)c2)[C@H]2CCCO[C@H]21,0.6836333756853944
ZINC000289731877,COc1cc(CN2CCC[C@@](F)(CO)C2)cc(Br)c1OC(F)F,0.4871564747308302
ZINC000546807654,CN(Cc1cccc(Br)c1OC(F)F)CC1(O)CCC1,0.3784806494734481
ZINC000102784284,Cc1cc(NC(=O)c2cc(I)cc(C(F)(F)F)c2)[nH]n1,0.571931284448753
ZINC000154446978,O=Cc1cc(Oc2ccc3nnc(C(F)(F)F)n3n2)ccc1Br,0.5042549068645344
ZINC000853874259,O=C(NC[C@@H](O)c1cc(F)c(F)c(F)c1)N[C@@H]1CCCC(F)(F)C1,0.477540918398112
ZINC000629411582,COCCc1ccc(OCC(=O)N2CCC[C@@H](C(F)(F)F)C2)c(Cl)c1,0.5493946683260656
ZINC000477386794,O=C(Cc1noc(-c2ccc(F)c(I)c2)n1)Nc1ccccc1,0.612073651556089
ZINC000735557591,CNC(=O)c1cccc(COC(=O)c2csc(Cc3ccccc3F)n2)c1,0.5870914059347686
ZINC000434460502,CCn1cccc(CNC(=O)N2C[C@H](C)O[C@@H](c3ccccc3)C2)c1=O,0.5955407978335987
ZINC000154102690,C[C@@H]1CN(C(=O)c2csc([C@@H]3CCCO3)n2)c2cc(Cl)ccc2O1,0.5756171395865947
ZINC001601659428,O=C(O)[C@@H](Cc1cc2ccccc2o1)NCc1c(F)cc([N+](=O)[O-])cc1F,0.5686716487745113
ZINC001195461938,C[C@@H](CNS(=O)(=O)c1cccc(F)c1F)c1ccc(Br)cc1,0.56068599416979
ZINC000185730893,C[C@H](c1nccs1)N1CCN(C(=O)c2cc3cc(Cl)ccc3o2)CC1,0.4103964082231485
ZINC001454301618,C[C@](CO)(Cc1ccc(F)cc1)NC(=O)c1cc(-c2ccc(Cl)cc2)[nH]n1,0.5922097032132859
ZINC000502486417,CC(=O)N[C@@H]1CC[C@H](C(F)(F)F)N(C(=O)CSc2ccccc2Cl)C1,0.5778614944436049
ZINC000364348409,COC(=O)[C@H]1CCN(C(=O)C23C[C@H]4C[C@@H](C2)CC(C(F)(F)F)(C4)C3)C1,0.5872024898008701
ZINC000580914230,CSc1cccc(=NC(=O)COc2ccc(Br)cc2F)[nH]1,0.506036915088265
ZINC000187490463,Cc1cc(Br)c([N+](=O)[O-])cc1S(=O)(=O)Nc1ccsc1,0.4077680279014896
ZINC000588309885,C=CCN(CC=C)C(=O)NCc1ccc(OC(C)C)cc1C(F)(F)F,0.547018945484405
ZINC000378047201,CC1(C)CN(C(=O)CNC(=O)c2cccc(Br)c2)[C@@H]1[C@@H]1CCCO1,0.5806072951831887
ZINC000500475648,Fc1ccc(F)c(CN[C@@H]2COc3cc(F)c(Br)cc32)c1,0.5110492112160389
ZINC000001129245,O=C(Cc1ccccc1[N+](=O)[O-])Nc1ccccc1C(=O)N1CCCC1,0.5788825827114331
ZINC000076513899,O=C(C[C@H]1CCOc2ccccc21)N1CC[C@H](Cc2ccc(F)cc2)C1,0.6612285983346209
ZINC000031009949,COc1ccc(C(=O)COC(=O)c2cc([N+](=O)[O-])c(C)s2)cc1OC,0.4957890775990977
ZINC000268506366,CN(C(=O)NC1CCN(CC2CC2)CC1)[C@@H]1CCN(Cc2ccccc2)C1,0.5627695773447009
ZINC000796545670,CN(C)C(=O)OC[C@@H]1CCCCN1Cc1csc(-c2ccccn2)n1,0.5091189546252535
ZINC000481492899,COc1cc(Br)c(CNC(=O)COc2cc(C)ccc2F)cc1OC,0.5436668896048056
ZINC000472626309,C[C@@H]1CCN(C(=O)C(=O)Nc2cccc(CCC(=O)OC(C)(C)C)c2)[C@H]1C,0.5976764572011101
ZINC000476523062,N#Cc1cc(C(=O)Nc2cc(Br)cc(Cl)c2O)ccn1,0.4528078828064634
ZINC000551200886,CN(C)c1ncccc1CNCc1cccc(I)c1,0.4101538778663637
ZINC000109352275,COc1ccc(-c2nc3c(s2)[C@H](NCc2cncn2C)CCC3)cc1,0.5215019766724137
ZINC000573051720,COC(=O)Cc1occ(C)c1C(=O)NCC1(CO)CC(c2ccccc2)C1,0.6045584018428639
ZINC000557486780,COCCNC(=O)c1cccc(NC(=O)C2(Cc3ccc(Cl)cc3)CC2)c1,0.5978829099174162
ZINC000924796272,CCn1cc(Cl)c(NC(=O)[C@@H]2C[C@@]23CCN(C(=O)OC(C)(C)C)C3)n1,0.548600415405586
ZINC000289650203,C[C@H]1CO[C@@H](c2noc(-c3ccnc(C#N)c3)n2)CN1Cc1ccccc1,0.6245052166007415
ZINC000546320575,COc1ccccc1CC(C)(C)c1nc(-c2ccc(C(N)=O)cc2)no1,0.5831947010352776
ZINC000373724441,COc1cc(Cl)c(C)cc1NC(=O)N1CCCN([C@@H](C)CO)CC1,0.3887914910107047
ZINC000864377812,Nc1c[nH]nc1[C@@H]1CCN(C(=O)CCOc2ccc(Cl)c(Cl)c2)C1,0.4744111957265494
ZINC000195316212,O=C(Nc1ccn(Cc2ccncc2)n1)c1cc(Br)ccc1F,0.5759738995753949
ZINC000485927887,CC(C)n1cnnc1CNC(=O)c1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,0.5435158866088426
ZINC001296934137,CC[C@H](C(=O)NC1(c2ccc(Cl)c(Cl)c2)CC1)N1CCO[C@@H](CC)C1,0.5062116773175704
ZINC000635174072,COCC(C)(C)CNC(=O)C(=O)Nc1nc(C2CCCCCC2)cs1,0.5025956395959205
ZINC000479575377,C[C@H](CC(=O)Nc1ccc(C(=O)O)cc1F)S(=O)(=O)c1ccc(F)cc1,0.4814044558437974
ZINC000556376837,CCCN(Cc1ccc(C#N)cc1)S(=O)(=O)Cc1cc(C(C)(C)C)on1,0.5586849883928058
ZINC000608599524,Cc1cc(C(=O)N2C[C@H](C)O[C@H](C(F)(F)F)C2)c(C)n1-c1nccs1,0.550938374766574
ZINC000502808945,Cc1cc(C(=O)NC2(c3noc(C)n3)CCCCCC2)nn1-c1cccc(C#N)c1,0.6382110610931819
ZINC000580851821,COc1cc([C@H](C)N[C@@H]2CCN(c3ccccc3Br)C2)c(F)cn1,0.4182927394051334
ZINC000553969150,Cc1cc([C@H]2CCCN2C(=O)NCC(F)(F)c2ccc(Cl)cc2)on1,0.5935440125944017
ZINC000514810636,Cc1ncsc1CN(C)C(=O)C(=O)N[C@H]1C[C@H]2CCC(C)(C)c3cccc1c32,0.546380422272922
ZINC000294408540,O=C(c1ccn(-c2ccc(Cl)c(Cl)c2)n1)N1CCC2(CC1)OCCCO2,0.5436228965201838
ZINC000102752006,CN(C[C@H]1CCCCO1)C(=O)c1ccc(I)cc1Cl,0.5139789388777203
ZINC000885952583,O=C(NC[C@@]1(c2ccccc2)CCCO1)c1ccoc1Br,0.559721735273248
ZINC000077488167,CN(C)c1nccc(NC[C@@H](c2ccccc2Cl)N2CCOCC2)n1,0.5275196537778182
ZINC000270998236,NC(=O)CCC1CCN(C(=O)[C@@H]2C[C@H]2c2cccc3ccccc32)CC1,0.6194197586805561
ZINC000487367468,CN(C)Cc1ccccc1C(=O)NC[C@]1(O)CCC[C@H](C(F)(F)F)C1,0.550542106354652
ZINC000463354327,Cc1ccc(NS(=O)(=O)c2ccc(Br)o2)c(CN(C)C)c1,0.4519050315638596
ZINC000123316952,O=C(Nc1cccc(NC(=O)c2ccc(F)cc2O)c1)c1cccs1,0.5335801844861421
ZINC000463185436,Oc1nnc(-c2nc(-c3ccc4nc(-c5cscn5)[nH]c4c3)no2)c2ccccc12,0.4800663620011015
ZINC000652595788,Cc1nc2cc(Br)cc(NC(=O)NCCC3(CN)CC3)c2o1,0.4067141898065338
ZINC000923714253,C[C@H](OC(=O)COC(F)(F)F)C(=O)Nc1cccc(Cl)c1Cl,0.4048123382388082
ZINC000329939970,O=C(CCC(=O)N1CC[C@@H](CN2CCCCC2)C1)c1ccc(Cl)cn1,0.5925752662762456
ZINC000538348880,CC(C)[C@H]1CCN1C(=O)[C@H]1CCN(c2cccc(Br)c2)C1=O,0.5354298169445628
ZINC000495911448,C[C@@H](C(=O)NC(C)(C)C)[S@](=O)Cc1sccc1Br,0.4399597260700361
ZINC000790156422,COc1ccc(C2(C(=O)Nc3ccc4c(c3)CN(CC(N)=O)CC4)CCCC2)cc1,0.5760939945548962
ZINC000613652589,CC[C@@H](NC(=O)[C@@H]1CCCC2(CC2)C1)c1cccc(S(N)(=O)=O)c1,0.5172493200084485
ZINC000578148986,CC[C@H](CC#N)NS(=O)(=O)c1cccc(Br)c1Cl,0.4712681040269765
ZINC000366277408,CN(CCC1CCOCC1)C(=O)NC[C@@H]1CC(=O)N(C)[C@H]1c1ccccc1,0.5905712744880585
ZINC000121144364,CN(Cc1cc(Cl)cn1C)C(=O)C(=O)Nc1ccc(Cl)cc1F,0.4773192081461028
ZINC000262992896,Cc1oc(CNC(=O)CCc2ccccc2OC(F)(F)F)cc1C(=O)O,0.5778563739863055
ZINC000588199162,C[C@H](C[C@@H]1CCCO1)NC(=O)NCc1ccc(OCC(F)(F)F)nc1,0.4265635994050189
ZINC000603297274,COc1cnc(N[C@@H](C)c2c(C)noc2C)c(I)c1,0.4971569722244693
ZINC000184242854,COCc1nc(C)c(C(=O)N2CCO[C@H](c3ccc(F)cc3Cl)C2)s1,0.5247347266026892
ZINC000539230021,Cc1nc(-c2ccc(C)cc2NC(=O)CN[C@H](C)c2c(F)cccc2F)n[nH]1,0.5655115180820474
ZINC000841498202,O=C1/C(=C\c2ccc3c(c2)OCCCCO3)SC(=S)N1Cc1ccon1,0.5229901603412653
ZINC000247558026,Cc1c(C(=O)N2C[C@@H]3CCCN3C[C@H]2C)nnn1-c1cccc(Cl)c1,0.5661565795018303
ZINC000849080033,N=C(NC[C@H](CO)Cc1ccc(Br)cc1)Nc1cc(F)ccc1F,0.5462113103118238
ZINC000776729659,COc1cc(OC)c(N[C@@H]2CCN(c3ccc(F)c(Cl)c3)C2=O)cc1F,0.5252827317380204
ZINC000638673359,CC[C@@H](COC)NCc1csc(N(C(C)=O)c2ccc(OC)cc2)n1,0.472539605847816
ZINC001164022291,O=S1(=O)C=C[C@H](Nc2ccc(OCc3ccccc3)cc2OC(F)(F)F)C1,0.5653084815879087
ZINC001184229405,COC(=O)[C@H](CNCc1nc(C(F)(F)F)n2c1CCCC2)CC1CCCC1,0.5022534172115809
ZINC001164630868,C[C@@H]1CN(C)[C@@H](C)CN1C(F)(F)c1cnc(Cl)c(-c2ccco2)c1,0.5528268582998433
ZINC000436460799,COc1ccc2c(c1)CN(C(=O)Cc1cc(OC)c(O)c(OC)c1)CC2,0.5711744115539668
ZINC001128078621,CN(CCOc1ccc(C(F)(F)F)cc1)C(=O)Cc1ccc(F)c(F)c1,0.5188907019030137
ZINC000003332567,Cc1cc(NC(=O)CSc2nnc3c(Cl)cc(C(F)(F)F)cn23)no1,0.4971673121144923
ZINC000180665809,CCOC(=O)c1[nH]c(C)c(S(=O)(=O)Nc2c(F)cc(Cl)cc2F)c1C,0.5617169067802346
ZINC000541300162,O=C(NC[C@@H]1CCCCS1(=O)=O)[C@H]1C[C@H]1c1ccc(Cl)cc1Cl,0.5288689473996588
ZINC000053233691,C[C@@H](c1cccc(Cl)c1)N(C)CC(=O)Nc1cccc(C(=O)NC2CC2)c1,0.5973563968218134
ZINC000567603359,O=C(O)[C@@H](CC1CCCC1)NS(=O)(=O)c1cc(F)ccc1OC(F)F,0.403229455532212
ZINC000175918021,Cn1c2ccc(S(=O)(=O)Nc3cc(-c4ccccc4)on3)cc2oc1=O,0.6454385371642866
ZINC000560161142,CNC(=O)c1cc(Oc2cc(NC(=O)[C@H]3CCC[C@@H](OC)C3)ccc2C)ccn1,0.6053613487387486
ZINC000271331052,Cc1nnc(C[S@](=O)[C@@H](C)C(=O)Nc2ccccc2C(F)(F)F)s1,0.4659941839283787
ZINC000363886587,Clc1cc(Cl)c2nc(CN[C@@H](c3nc[nH]n3)c3ccccc3)cn2c1,0.405376775248905
ZINC000152758142,Cn1cnnc1Sc1ccc(C(=O)N2C[C@@H]3CCC[C@H]3C2)cc1[N+](=O)[O-],0.5999573625559482
ZINC000011563257,O=C(Nc1cccc([N+](=O)[O-])c1)NC1CCN(C(=O)c2ccco2)CC1,0.4993795613100459
ZINC000078981547,O=C(NCCNc1nccc(C(F)(F)F)n1)N1C[C@@H]2CCCC[C@H]2C1,0.5689988023546906
ZINC000554768807,CN(Cc1ccc(Br)s1)C(=O)NCC(C)(C)C(F)(F)F,0.4826521833336443
ZINC000765356480,CCOC(=O)Nc1ccc(Br)cc1NC(=O)CN1CCC(C)CC1,0.5266256134049495
ZINC000419974499,CC(C)C1(CN2C(=O)[C@H]3Cc4c(Br)cccc4CN3C2=O)CC1,0.5545970268171929
ZINC000899958176,O=S(=O)(CCc1cccc(F)c1)Cc1csc(C2CCCC2)n1,0.5644142534530309
ZINC000415967122,NCc1ccc(NC(=O)N[C@@H]2CCN(c3ccc(Cl)c(F)c3)C2)cc1,0.4578806544163796
ZINC000445988687,CN(C)c1nc(CN[C@@H]2CCC[C@H]2c2ccc(C(F)(F)F)cc2)ns1,0.5140727210509477
ZINC000154082422,C[C@@H](NS(=O)(=O)c1cnn([C@@H]2CCOC2)c1)c1ccc(F)cc1Cl,0.4740486978621195
ZINC000612911775,O=[N+]([O-])c1ccc(C(F)(F)c2nc(Cc3ccc4c(c3)CCO4)no2)cc1,0.6504862680006217
ZINC000865914936,C[C@H](NC(=O)c1cc(Br)no1)c1ccc(N2CCOCC2)cc1,0.565582334013223
ZINC000420707103,CC[C@H](CS(=O)(=O)N1CCc2cc(Br)cc(F)c21)OC,0.4938253454261886
ZINC000589954790,O=C(c1n[nH]c(-c2ccccc2)c1Br)N1CCC[C@@H](c2ncc[nH]2)C1,0.5863040485656648
ZINC000367382253,O=S(=O)(Nc1ncc(-c2cncc(F)c2)cn1)c1cncc(Cl)c1,0.5572927930407382
ZINC000571604453,CN1CN(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1=O,0.5847098005953555
ZINC000420509658,CC(=O)N[C@H](c1nc([C@@H]2CCC(C)(C)c3ccccc32)no1)C(C)(C)C,0.608947135167691
ZINC001264166716,CNc1ccc(C(F)(F)F)cc1C(=O)NC[C@@H](c1ccco1)N1CCCC1,0.6111151145291345
ZINC000548984929,COc1nccc(NC(=O)N2CCO[C@@H](c3cccc(Br)c3)C2)n1,0.5398027470870602
ZINC000484641553,C[C@@H](C(=O)NC[C@@H]1CCCO1)N(C)Cc1ccc(Br)cc1Cl,0.3782527287155585
ZINC000513293319,Cc1nc([C@H](NC(=O)c2cc3ccccc3s2)c2ccccc2F)no1,0.6092913756759091
ZINC000408626368,O=C(Cc1ccc(Cl)cc1)NC(=S)Nc1nc2c(cccc2Cl)s1,0.571116123842279
ZINC000859256747,C=CC(=O)N(C)CC(=O)N1CCO[C@H](c2cc(F)c(Cl)cc2Cl)C1,0.5051419237905459
ZINC000048342592,O=C(OCCNS(=O)(=O)c1ccccc1)c1ccccc1Br,0.5355889209848796
ZINC000502140483,Cc1ccc(NC(=O)CNc2cc(S(C)(=O)=O)ccc2F)c(F)c1,0.5177366221967833
ZINC000013961506,COc1ccc([C@@H]2N[C@@H](C(=O)O)CS2)cc1COc1ccc2c(c1)OCO2,0.5787406565213349
ZINC000467669966,COc1cc2c(cc1NC(=O)N1CCC[C@H]1c1cc(C)no1)NC(=O)CC2,0.6026011665464179
ZINC000162266162,Cc1ccc(-c2nc(CC(=O)N3CCS[C@@H]4COCC[C@@H]43)cs2)cc1,0.5915473400744253
ZINC000436248761,CC(C)[C@@H](NCc1cnn(Cc2ccc(F)cc2)c1)c1nnc2ccccn21,0.6278462591442902
ZINC000479568656,COCc1nc(C(=O)N(C)Cc2ccc(Br)cc2Cl)no1,0.4277835246903551
ZINC000060448378,CCOC(=O)c1c(NC(=O)c2ccc([N+](=O)[O-])s2)sc2c1CCSC2,0.514725859281107
ZINC000673461458,C[C@@H]1CCc2c(sc3ncnc(NC[C@H]4CCCS(=O)(=O)C4)c32)C1,0.5873141539285746
ZINC000177998081,C[S@](=O)C[C@@H](NC(=O)Nc1ccc(Br)cc1F)c1ccccc1,0.3860160435373189
ZINC000542119671,CC(C)OC(=O)C[C@H](NCc1ccccc1OC(F)F)c1ccccc1,0.5234462952982364
ZINC000285497255,O=C(NCCN1CCSCC1)N[C@H](c1cncc(Br)c1)C1CC1,0.4197844589920857
ZINC000904414746,CC(C)Cc1noc([C@H]2CCCN2C(=O)c2ccc([N+](=O)[O-])s2)n1,0.5139167554744708
ZINC000618458190,CC(=O)N[C@@H](C)c1ccc(S(=O)(=O)N[C@@H](c2ccccc2)C2CC2)s1,0.5464776987987645
ZINC000572955787,Cc1nc(CCNC(=O)N[C@H]2CCC[C@@H](c3nc4ccccc4[nH]3)C2)cs1,0.5821496909188344
ZINC001341612937,Cn1c(-c2nnc(CNC(=O)c3cccs3)o2)ccc1-c1ccc(F)cc1,0.598324244561209
ZINC000162088472,C[C@H](CNC(=O)C(=O)Nc1ccc(Br)nc1)Oc1cccc(F)c1,0.528830457358229
ZINC000558462511,CS(=O)(=O)c1ccc2ncn(Cc3sccc3Br)c(=O)c2c1,0.5191011022551828
ZINC000534522839,CSc1nc(C(=O)N2CCN(Cc3ccsc3)CC2)c2ccccn21,0.5598101021460911
ZINC000915222316,Cc1ccccc1-c1csc(NS(=O)(=O)c2c(F)cccc2F)n1,0.5994950268015362
ZINC000121780327,C[C@H](c1ccccc1)S(=O)(=O)Cc1ccc(S(=O)(=O)N(C)C)cc1,0.5202277453563009
ZINC000507466093,CC(C)CCN(CCC#N)S(=O)(=O)c1ccc(F)c(C(F)(F)F)c1,0.4841039643542031
ZINC000278887947,O=C(c1ccnn1CC(F)F)N1CCC[C@@H]1c1nc2ccccc2s1,0.5341134824272111
ZINC000484148943,O=C(N=c1ccc(C(F)(F)F)n[nH]1)c1cnc(OCC2CC2)c(Cl)c1,0.5615831413787342
ZINC000438356964,C[C@H](Oc1ccccc1Cl)C(=O)N1CCC[C@H]1[C@@H](O)C(F)(F)F,0.4919910474460215
ZINC000279480739,C[C@]1(O)CCCN(C(=O)Nc2cccc3c2CN(c2ccccn2)C3)CC1,0.6441083419080742
ZINC000651144746,O=C(NCCOC1CCCC1)[C@@H]1CCOc2ccc(Br)cc21,0.5839213436439216
ZINC000016606340,COC(=O)C1=C(C)N/C(=C/c2ccc(-c3ccc(Cl)c(Cl)c3)o2)C1=O,0.5798012958106296
ZINC000425129456,C[C@@H](CC(=O)N1CC2(CCC2)[C@@H]1C1CCOCC1)c1c[nH]c2ccccc21,0.6425498362986122
ZINC000574318525,Cn1cc2c(n1)CCC[C@H]2c1nc(C2(c3cccc(C(F)(F)F)c3)CC2)no1,0.6780387961098644
ZINC000455906581,Cc1nc(NC(=O)N(C)C[C@H]2CCC[C@@H]2O)sc1Cc1c(F)cccc1F,0.5713787976172977
